地域,都道府県,区分,学校名,住所
北海道,北海道,中学,北海道教育大学附属札幌中学校,北海道札幌市北区あいの里5-3-1-11
北海道,北海道,中学,北海道教育大学附属函館中学校,北海道函館市美原3-48-6
北海道,北海道,中学,北海道教育大学附属旭川中学校,北海道旭川市春光4-2-1-1
北海道,北海道,中学,札幌市立柏中学校,北海道札幌市中央区南21条西5丁目1番2号
北海道,北海道,中学,札幌市立中央中学校,北海道札幌市中央区北4条東3丁目
北海道,北海道,中学,札幌市立中島中学校,北海道札幌市中央区南12条西7丁目2番1号
北海道,北海道,中学,札幌市立啓明中学校,北海道札幌市中央区南9条西22丁目2-1
北海道,北海道,中学,札幌市立向陵中学校,北海道札幌市中央区北4条西28丁目1-30
北海道,北海道,中学,札幌市立伏見中学校,北海道札幌市中央区南16条西17丁目1-35
北海道,北海道,中学,札幌市立宮の森中学校,北海道札幌市中央区宮の森1条16丁目5番1号
北海道,北海道,中学,札幌市立山鼻中学校,北海道札幌市中央区南23条西13丁目1-1
北海道,北海道,中学,札幌市立星友館中学校,北海道札幌市中央区南3条西7丁目
北海道,北海道,中学,札幌市立北辰中学校,北海道札幌市北区北18条西2丁目2-1
北海道,北海道,中学,札幌市立新琴似中学校,北海道札幌市北区新琴似7条4丁目1-1
北海道,北海道,中学,札幌市立篠路中学校,北海道札幌市北区篠路町篠路368番地
北海道,北海道,中学,札幌市立北陽中学校,北海道札幌市北区北34条西7丁目3-1
北海道,北海道,中学,札幌市立新琴似北中学校,北海道札幌市北区新琴似10条10丁目2番46号
北海道,北海道,中学,札幌市立新川中学校,北海道札幌市北区新川4条3丁目1番1号
北海道,北海道,中学,札幌市立光陽中学校,北海道札幌市北区新琴似4条11丁目7番1号
北海道,北海道,中学,札幌市立太平中学校,北海道札幌市北区太平8条2丁目1番1号
北海道,北海道,中学,札幌市立屯田中央中学校,北海道札幌市北区屯田6条8丁目1-1
北海道,北海道,中学,札幌市立篠路西中学校,北海道札幌市北区篠路6条2丁目1番50号
北海道,北海道,中学,札幌市立新川西中学校,北海道札幌市北区新川4条15丁目1番1号
北海道,北海道,中学,札幌市立上篠路中学校,北海道札幌市北区篠路1条11丁目3番1号
北海道,北海道,中学,札幌市立あいの里東中学校,北海道札幌市北区あいの里2条7丁目14番1号
北海道,北海道,中学,札幌市立屯田北中学校,北海道札幌市北区屯田9条4丁目2-1
北海道,北海道,中学,札幌市立北辰中学校ひまわり分校,北海道札幌市北区北14条西5丁目
北海道,北海道,中学,札幌市立美香保中学校,北海道札幌市東区北17条東6丁目1番1号
北海道,北海道,中学,札幌市立北栄中学校,北海道札幌市東区北33条東2丁目1-1
北海道,北海道,中学,札幌市立札幌中学校,北海道札幌市東区伏古8条1丁目1-28
北海道,北海道,中学,札幌市立東栄中学校,北海道札幌市東区本町1条7丁目2番7号
北海道,北海道,中学,札幌市立明園中学校,北海道札幌市東区北22条東12丁目1番1号
北海道,北海道,中学,札幌市立栄中学校,北海道札幌市東区北46条東6丁目1番1号
北海道,北海道,中学,札幌市立札苗中学校,北海道札幌市東区東苗穂7条1丁目1番1号
北海道,北海道,中学,札幌市立栄南中学校,北海道札幌市東区北36条東16丁目1番1号
北海道,北海道,中学,札幌市立元町中学校,北海道札幌市東区北28条東20丁目1番1号
北海道,北海道,中学,札幌市立丘珠中学校,北海道札幌市東区丘珠町674番地
北海道,北海道,中学,札幌市立栄町中学校,北海道札幌市東区北36条東14丁目1番1号
北海道,北海道,中学,札幌市立札苗北中学校,北海道札幌市東区東苗穂10条3丁目16番20号
北海道,北海道,中学,札幌市立幌東中学校,北海道札幌市白石区菊水6条3丁目2-51
北海道,北海道,中学,札幌市立白石中学校,北海道札幌市白石区本郷通6丁目南1-1
北海道,北海道,中学,札幌市立日章中学校,北海道札幌市白石区東札幌4条5丁目1番1号
北海道,北海道,中学,札幌市立柏丘中学校,北海道札幌市白石区平和通8丁目北3番1号
北海道,北海道,中学,札幌市立東白石中学校,北海道札幌市白石区南郷通15丁目北4番1号
北海道,北海道,中学,札幌市立北白石中学校,北海道札幌市白石区北郷6条3丁目5番1号
北海道,北海道,中学,札幌市立北都中学校,北海道札幌市白石区川下749番地56
北海道,北海道,中学,札幌市立米里中学校,北海道札幌市白石区米里1条4丁目5番1号
北海道,北海道,中学,札幌市立八条中学校,北海道札幌市豊平区豊平8条13丁目2番1号
北海道,北海道,中学,札幌市立月寒中学校,北海道札幌市豊平区月寒東2条2丁目4-54
北海道,北海道,中学,札幌市立平岸中学校,北海道札幌市豊平区平岸1条21丁目3-1
北海道,北海道,中学,札幌市立陵陽中学校,北海道札幌市豊平区平岸6条11丁目1番25号
北海道,北海道,中学,札幌市立羊丘中学校,北海道札幌市豊平区福住1条3丁目16番1号
北海道,北海道,中学,札幌市立東月寒中学校,北海道札幌市豊平区月寒東3条18丁目1番72号
北海道,北海道,中学,札幌市立西岡中学校,北海道札幌市豊平区西岡3条12丁目1番1号
北海道,北海道,中学,札幌市立中の島中学校,北海道札幌市豊平区中の島2条3丁目9-1
北海道,北海道,中学,札幌市立西岡北中学校,北海道札幌市豊平区西岡3条8丁目1番1号
北海道,北海道,中学,札幌市立あやめ野中学校,北海道札幌市豊平区月寒東3条11丁目15番1号
北海道,北海道,中学,札幌市立平岸中学校のぞみ分校,北海道札幌市豊平区平岸4条18丁目1番25号
北海道,北海道,中学,札幌市立藻岩中学校,北海道札幌市南区川沿7条3丁目4番ー1
北海道,北海道,中学,札幌市立石山中学校,北海道札幌市南区石山2条8丁目7-1
北海道,北海道,中学,札幌市立簾舞中学校,北海道札幌市南区簾舞3条3丁目3番33号
北海道,北海道,中学,札幌市立常盤中学校,北海道札幌市南区常盤2条2丁目21番1号
北海道,北海道,中学,札幌市立真駒内中学校,北海道札幌市南区真駒内幸町3丁目1番1号
北海道,北海道,中学,札幌市立澄川中学校,北海道札幌市南区澄川6条6丁目1番10号
北海道,北海道,中学,札幌市立真駒内曙中学校,北海道札幌市南区真駒内曙町2丁目1-2
北海道,北海道,中学,札幌市立藤野中学校,北海道札幌市南区藤野5条6丁目3番1号
北海道,北海道,中学,札幌市立南が丘中学校,北海道札幌市南区南沢2条1丁目17-1
北海道,北海道,中学,札幌市立琴似中学校,北海道札幌市西区山の手4条2丁目1番1号
北海道,北海道,中学,札幌市立陵北中学校,北海道札幌市西区二十四軒2条3丁目1-23
北海道,北海道,中学,札幌市立八軒中学校,北海道札幌市西区八軒8条西8丁目1番1号
北海道,北海道,中学,札幌市立手稲東中学校,北海道札幌市西区西野2条5丁目3番1号
北海道,北海道,中学,札幌市立発寒中学校,北海道札幌市西区発寒5条7丁目1番1号
北海道,北海道,中学,札幌市立西陵中学校,北海道札幌市西区発寒15条2丁目5番1号
北海道,北海道,中学,札幌市立西野中学校,北海道札幌市西区西野8条7丁目5番1号
北海道,北海道,中学,札幌市立八軒東中学校,北海道札幌市西区八軒2条東3丁目1番20号
北海道,北海道,中学,札幌市立宮の丘中学校,北海道札幌市西区西野3条10丁目9-1
北海道,北海道,中学,札幌市立福井野中学校,北海道札幌市西区福井6丁目12番10号
北海道,北海道,中学,札幌市立信濃中学校,北海道札幌市厚別区厚別中央3条2丁目3番1号
北海道,北海道,中学,札幌市立もみじ台中学校,北海道札幌市厚別区もみじ台西1丁目1番地
北海道,北海道,中学,札幌市立青葉中学校,北海道札幌市厚別区青葉町10丁目1-1
北海道,北海道,中学,札幌市立厚別中学校,北海道札幌市厚別区厚別東3条5丁目1-1
北海道,北海道,中学,札幌市立厚別南中学校,北海道札幌市厚別区大谷地東7丁目1-1
北海道,北海道,中学,札幌市立上野幌中学校,北海道札幌市厚別区上野幌2条3丁目10番1号
北海道,北海道,中学,札幌市立厚別北中学校,北海道札幌市厚別区厚別町小野幌774番地5
北海道,北海道,中学,札幌市立手稲中学校,北海道札幌市手稲区富丘3条5丁目2番1号
北海道,北海道,中学,札幌市立手稲西中学校,北海道札幌市手稲区金山3条2丁目8-7
北海道,北海道,中学,札幌市立稲陵中学校,北海道札幌市手稲区曙7条2丁目6-50
北海道,北海道,中学,札幌市立前田中学校,北海道札幌市手稲区前田7条13丁目1番1号
北海道,北海道,中学,札幌市立稲積中学校,北海道札幌市手稲区前田4条5丁目2番1号
北海道,北海道,中学,札幌市立稲穂中学校,北海道札幌市手稲区稲穂4条2丁目18番10号
北海道,北海道,中学,札幌市立新陵中学校,北海道札幌市手稲区新発寒5条4丁目4-1
北海道,北海道,中学,札幌市立前田北中学校,北海道札幌市手稲区前田10条15丁目8番1号
北海道,北海道,中学,札幌市立星置中学校,北海道札幌市手稲区星置3条5丁目13番1号
北海道,北海道,中学,札幌市立清田中学校,北海道札幌市清田区清田3条3丁目7番1号
北海道,北海道,中学,札幌市立北野中学校,北海道札幌市清田区北野2条3丁目7番30号
北海道,北海道,中学,札幌市立平岡中学校,北海道札幌市清田区平岡2条5丁目4番10号
北海道,北海道,中学,札幌市立北野台中学校,北海道札幌市清田区北野4条4丁目13-1
北海道,北海道,中学,札幌市立真栄中学校,北海道札幌市清田区美しが丘1条1丁目2番10号
北海道,北海道,中学,札幌市立平岡中央中学校,北海道札幌市清田区平岡5条4丁目7番1号
北海道,北海道,中学,札幌市立平岡緑中学校,北海道札幌市清田区平岡公園東9丁目11番1号
北海道,北海道,中学,函館市立青柳中学校,北海道函館市青柳町10番7号
北海道,北海道,中学,函館市立港中学校,北海道函館市港町2丁目10番1号
北海道,北海道,中学,函館市立巴中学校,北海道函館市的場町12番7号
北海道,北海道,中学,函館市立深堀中学校,北海道函館市深堀町28番1号
北海道,北海道,中学,函館市立湯川中学校,北海道函館市湯川町2丁目41番1号
北海道,北海道,中学,函館市立戸倉中学校,北海道函館市戸倉町26番1号
北海道,北海道,中学,函館市立旭岡中学校,北海道函館市西旭岡町3丁目5番地
北海道,北海道,中学,函館市立鱒川中学校,北海道函館市鱒川町91番地
北海道,北海道,中学,函館市立銭亀沢中学校,北海道函館市豊原町140番30号
北海道,北海道,中学,函館市立赤川中学校,北海道函館市赤川町125番地
北海道,北海道,中学,函館市立桔梗中学校,北海道函館市桔梗町429番地の4
北海道,北海道,中学,函館市立亀田中学校,北海道函館市美原3丁目30番3号
北海道,北海道,中学,函館市立五稜郭中学校,北海道函館市富岡町1丁目18番2号
北海道,北海道,中学,函館市立本通中学校,北海道函館市本通2丁目56番7号
北海道,北海道,中学,函館市立北中学校,北海道函館市山の手3丁目58番1号
北海道,北海道,中学,函館市立恵山中学校,北海道函館市柏野9番地
北海道,北海道,中学,函館市立椴法華中学校,北海道函館市新浜町151番地1
北海道,北海道,中学,函館市立南茅部中学校,北海道函館市安浦町366番地
北海道,北海道,中学,小樽市立長橋中学校,北海道小樽市長橋4丁目16番1号
北海道,北海道,中学,小樽市立潮見台中学校,北海道小樽市潮見台1丁目17番1号
北海道,北海道,中学,小樽市立菁園中学校,北海道小樽市花園5-4-2
北海道,北海道,中学,小樽市立西陵中学校,北海道小樽市富岡2丁目26-1
北海道,北海道,中学,小樽市立松ヶ枝中学校,北海道小樽市最上1丁目31番1号
北海道,北海道,中学,小樽市立向陽中学校,北海道小樽市天神1丁目7番11号
北海道,北海道,中学,小樽市立朝里中学校,北海道小樽市新光3丁目7番1号
北海道,北海道,中学,小樽市立桜町中学校,北海道小樽市桜1丁目29番1号
北海道,北海道,中学,小樽市立銭函中学校,北海道小樽市見晴町2番12号
北海道,北海道,中学,小樽市立忍路中学校,北海道小樽市忍路1-171
北海道,北海道,中学,小樽市立望洋台中学校,北海道小樽市望洋台3丁目6番1号
北海道,北海道,中学,小樽市立北陵中学校,北海道小樽市清水町5番1号
北海道,北海道,中学,旭川市立明星中学校,北海道旭川市東5条1丁目1番10号
北海道,北海道,中学,旭川市立光陽中学校,北海道旭川市豊岡3条1丁目3番5号
北海道,北海道,中学,旭川市立北星中学校,北海道旭川市住吉5条1丁目2番1号
北海道,北海道,中学,旭川市立六合中学校,北海道旭川市末広3条2丁目
北海道,北海道,中学,旭川市立北門中学校,北海道旭川市錦町15丁目
北海道,北海道,中学,旭川市立東光中学校,北海道旭川市東光8条2丁目
北海道,北海道,中学,旭川市立神居中学校,北海道旭川市神居4条5丁目1番8号
北海道,北海道,中学,旭川市立江丹別中学校,北海道旭川市江丹別町中央
北海道,北海道,中学,旭川市立永山中学校,北海道旭川市永山7条19丁目1番1号
北海道,北海道,中学,旭川市立旭川中学校,北海道旭川市東旭川南1条6丁目1-26
北海道,北海道,中学,旭川市立桜岡中学校,北海道旭川市東旭川町東桜岡72
北海道,北海道,中学,旭川市立神楽中学校,北海道旭川市神楽6条12丁目
北海道,北海道,中学,旭川市立西神楽中学校,北海道旭川市西神楽南2条4丁目
北海道,北海道,中学,旭川市立啓北中学校,北海道旭川市春光2条7丁目
北海道,北海道,中学,旭川市立東陽中学校,北海道旭川市豊岡2条7丁目3番地
北海道,北海道,中学,旭川市立緑が丘中学校,北海道旭川市緑が丘3条4丁目2番地
北海道,北海道,中学,旭川市立春光台中学校,北海道旭川市春光台5条3丁目12番地
北海道,北海道,中学,旭川市立東鷹栖中学校,北海道旭川市東鷹栖4条5丁目639番地3
北海道,北海道,中学,旭川市立神居東中学校,北海道旭川市神居4条19丁目70番地の3
北海道,北海道,中学,旭川市立永山南中学校,北海道旭川市永山町5丁目118番地
北海道,北海道,中学,旭川市立広陵中学校,北海道旭川市末広2条7丁目2-41
北海道,北海道,中学,旭川市立東明中学校,北海道旭川市東光16条7丁目1番1号
北海道,北海道,中学,旭川市立愛宕中学校,北海道旭川市豊岡8条10丁目
北海道,北海道,中学,旭川市立忠和中学校,北海道旭川市忠和1条4丁目
北海道,北海道,中学,旭川市立中央中学校,北海道旭川市10条通11丁目
北海道,北海道,中学,室蘭市立港北中学校,北海道室蘭市柏木町361番地1
北海道,北海道,中学,室蘭市立東明中学校,北海道室蘭市高砂町4丁目9番1号
北海道,北海道,中学,室蘭市立星蘭中学校,北海道室蘭市母恋南町1丁目32番地22
北海道,北海道,中学,室蘭市立翔陽中学校,北海道室蘭市東町5丁目11番1号
北海道,北海道,中学,室蘭市立桜蘭中学校,北海道室蘭市知利別町1-11-30
北海道,北海道,中学,室蘭市立室蘭西中学校,北海道室蘭市山手町2丁目10番地1
北海道,北海道,中学,釧路市立北中学校,北海道釧路市喜多町1番23号
北海道,北海道,中学,釧路市立春採中学校,北海道釧路市春採5-1-19
北海道,北海道,中学,釧路市立鳥取中学校,北海道釧路市昭和町2-5-53
北海道,北海道,中学,釧路市立共栄中学校,北海道釧路市花園町9番40号
北海道,北海道,中学,釧路市立景雲中学校,北海道釧路市東川町16番1号
北海道,北海道,中学,釧路市立山花中学校,北海道釧路市山花14線132番地
北海道,北海道,中学,釧路市立桜が丘中学校,北海道釧路市桜ヶ岡6丁目27番12号
北海道,北海道,中学,釧路市立阿寒中学校,北海道釧路市阿寒町北新町2丁目4番1号
北海道,北海道,中学,釧路市立美原中学校,北海道釧路市美原4丁目7番1号
北海道,北海道,中学,釧路市立鳥取西中学校,北海道釧路市鳥取北9丁目7番1号
北海道,北海道,中学,釧路市立幣舞中学校,北海道釧路市春湖台1番3号
北海道,北海道,中学,釧路市立青陵中学校,北海道釧路市緑ヶ岡6丁目9番42号
北海道,北海道,中学,釧路市立くしろ創明学園,北海道釧路市寿1丁目2番16号
北海道,北海道,中学,帯広市立川西中学校,北海道帯広市川西町西3線60番地
北海道,北海道,中学,帯広市立清川中学校,北海道帯広市清川町西2線126番地
北海道,北海道,中学,帯広市立八千代中学校,北海道帯広市広野町西1線149番地
北海道,北海道,中学,帯広市立帯広第二中学校,北海道帯広市西24条南1丁目7番地
北海道,北海道,中学,帯広市立帯広第七中学校,北海道帯広市大正町444番地の2
北海道,北海道,中学,帯広市立帯広第一中学校,北海道帯広市西13条北7丁目1番地
北海道,北海道,中学,帯広市立帯広第四中学校,北海道帯広市西5条南25丁目1番地
北海道,北海道,中学,帯広市立帯広第五中学校,北海道帯広市西16条南4丁目29番42号
北海道,北海道,中学,帯広市立帯広第八中学校,北海道帯広市西17条南6丁目1番地
北海道,北海道,中学,帯広市立南町中学校,北海道帯広市西17条南35丁目1番1号
北海道,北海道,中学,帯広市立西陵中学校,北海道帯広市西18条南2丁目2番地
北海道,北海道,中学,帯広市立緑園中学校,北海道帯広市西22条南4丁目2番地
北海道,北海道,中学,帯広市立翔陽中学校,北海道帯広市東6条南12丁目2番地
北海道,北海道,中学,北見市立北光中学校,北海道北見市北光328番地
北海道,北海道,中学,北見市立東陵中学校,北海道北見市東陵町173番地
北海道,北海道,中学,北見市立南中学校,北海道北見市南町1丁目2番64号
北海道,北海道,中学,北見市立北中学校,北海道北見市美山町31番地
北海道,北海道,中学,北見市立光西中学校,北海道北見市光西町183番地
北海道,北海道,中学,北見市立上常呂中学校,北海道北見市広郷195
北海道,北海道,中学,北見市立相内中学校,北海道北見市相内町15番地
北海道,北海道,中学,北見市立東相内中学校,北海道北見市東相内町25番地
北海道,北海道,中学,北見市立高栄中学校,北海道北見市高栄西町10丁目12番1号
北海道,北海道,中学,北見市立小泉中学校,北海道北見市田端町32番地26
北海道,北海道,中学,北見市立端野中学校,北海道北見市端野町3区1045番地3
北海道,北海道,中学,北見市立留辺蘂中学校,北海道北見市留辺蘂町旭西193
北海道,北海道,中学,北見市立常呂中学校,北海道北見市常呂町字土佐40番地1
北海道,北海道,中学,夕張市立夕張中学校,北海道夕張市南清水沢3丁目63番地
北海道,北海道,中学,岩見沢市立東光中学校,北海道岩見沢市5条東14丁目1番地1
北海道,北海道,中学,岩見沢市立光陵中学校,北海道岩見沢市春日町1丁目10番37号
北海道,北海道,中学,岩見沢市立緑中学校,北海道岩見沢市北本町西2丁目2-1
北海道,北海道,中学,岩見沢市立豊中学校,北海道岩見沢市幌向南2条1丁目59番地
北海道,北海道,中学,岩見沢市立上幌向中学校,北海道岩見沢市上幌向北1条4丁目745番地8
北海道,北海道,中学,岩見沢市立北村中学校,北海道岩見沢市北村中央4725番地
北海道,北海道,中学,岩見沢市立清園中学校,北海道岩見沢市志文町927番地
北海道,北海道,中学,岩見沢市立明成中学校,北海道岩見沢市かえで町1丁目1-1
北海道,北海道,中学,網走市立第一中学校,北海道網走市台町1丁目13番地の1
北海道,北海道,中学,網走市立第二中学校,北海道網走市向陽ヶ丘6丁目1番1号
北海道,北海道,中学,網走市立呼人中学校,北海道網走市字呼人339番地の3
北海道,北海道,中学,網走市立第三中学校,北海道網走市潮見188番地
北海道,北海道,中学,網走市立第四中学校,北海道網走市字藻琴35番地
北海道,北海道,中学,網走市立第五中学校,北海道網走市字卯原内41番地
北海道,北海道,中学,留萌市立留萌中学校,北海道留萌市千鳥町3丁目2番地1
北海道,北海道,中学,留萌市立港南中学校,北海道留萌市沖見町2丁目141
北海道,北海道,中学,苫小牧市立苫小牧東中学校,北海道苫小牧市旭町1丁目7番10号
北海道,北海道,中学,苫小牧市立勇払中学校,北海道苫小牧市勇払132番地
北海道,北海道,中学,苫小牧市立光洋中学校,北海道苫小牧市光洋町2丁目5番2号
北海道,北海道,中学,苫小牧市立啓北中学校,北海道苫小牧市啓北町2丁目12番11号
北海道,北海道,中学,苫小牧市立和光中学校,北海道苫小牧市双葉町1丁目11番3号
北海道,北海道,中学,苫小牧市立凌雲中学校,北海道苫小牧市青雲町2丁目15番3号
北海道,北海道,中学,苫小牧市立沼ノ端中学校,北海道苫小牧市東開町6-1-2
北海道,北海道,中学,苫小牧市立開成中学校,北海道苫小牧市清水町2丁目9番2号
北海道,北海道,中学,苫小牧市立明倫中学校,北海道苫小牧市日新町3丁目5番13号
北海道,北海道,中学,苫小牧市立啓明中学校,北海道苫小牧市はまなす町2丁目2番2号
北海道,北海道,中学,苫小牧市立明野中学校,北海道苫小牧市明野新町3丁目13番1号
北海道,北海道,中学,苫小牧市立緑陵中学校,北海道苫小牧市のぞみ町3丁目10番1号
北海道,北海道,中学,苫小牧市立青翔中学校,北海道苫小牧市拓勇東町6丁目15番1号
北海道,北海道,中学,苫小牧市立ウトナイ中学校,北海道苫小牧市ウトナイ北2丁目5番
北海道,北海道,中学,稚内市立稚内中学校,北海道稚内市宝来4丁目1番36号
北海道,北海道,中学,稚内市立稚内南中学校,北海道稚内市緑1丁目2561番地
北海道,北海道,中学,稚内市立稚内東中学校,北海道稚内市潮見5丁目1番29号
北海道,北海道,中学,稚内市立宗谷中学校,北海道稚内市大字宗谷村字清浜
北海道,北海道,中学,稚内市立潮見が丘中学校,北海道稚内市若葉台1丁目2290番地7
北海道,北海道,中学,稚内市立天北中学校,北海道稚内市大字声問村字沼川
北海道,北海道,中学,美唄市立美唄中学校,北海道美唄市西5条北3丁目3番1号
北海道,北海道,中学,美唄市立東中学校,北海道美唄市東7条北2丁目1-1
北海道,北海道,中学,芦別市立芦別中学校,北海道芦別市北6条東1丁目7番地
北海道,北海道,中学,江別市立江別第一中学校,北海道江別市上江別西町40番地
北海道,北海道,中学,江別市立江別第二中学校,北海道江別市野幌代々木町53番地
北海道,北海道,中学,江別市立江別第三中学校,北海道江別市牧場町21番地
北海道,北海道,中学,江別市立野幌中学校,北海道江別市西野幌92番地の3
北海道,北海道,中学,江別市立大麻中学校,北海道江別市大麻宮町1番地
北海道,北海道,中学,江別市立大麻東中学校,北海道江別市大麻697番地
北海道,北海道,中学,江別市立江陽中学校,北海道江別市萌えぎ野中央10番地の2
北海道,北海道,中学,江別市立中央中学校,北海道江別市新栄台57番地
北海道,北海道,中学,赤平市立赤平中学校,北海道赤平市北文京町1丁目2番地
北海道,北海道,中学,紋別市立紋別中学校,北海道紋別市南が丘町2丁目1番地53号
北海道,北海道,中学,紋別市立潮見中学校,北海道紋別市落石町1丁目21の5
北海道,北海道,中学,紋別市立渚滑中学校,北海道紋別市渚滑町8丁目6番地の1
北海道,北海道,中学,士別市立士別中学校,北海道士別市東6条北9丁目
北海道,北海道,中学,士別市立士別南中学校,北海道士別市東4条17丁目
北海道,北海道,中学,士別市立上士別中学校,北海道士別市上士別町16線南2番地
北海道,北海道,中学,士別市立朝日中学校,北海道士別市朝日中央4050
北海道,北海道,中学,名寄市立名寄中学校,北海道名寄市字豊栄101番地
北海道,北海道,中学,名寄市立名寄東中学校,北海道名寄市西2条北8丁目1番地3
北海道,北海道,中学,名寄市立風連中学校,北海道名寄市風連町新生町167番地1
北海道,北海道,中学,三笠市立三笠中学校,北海道三笠市本郷町484
北海道,北海道,中学,三笠市立萱野中学校,北海道三笠市萱野192
北海道,北海道,中学,根室市立光洋中学校,北海道根室市光洋町2丁目12番地
北海道,北海道,中学,根室市立柏陵中学校,北海道根室市西浜町4丁目1番地
北海道,北海道,中学,千歳市立千歳中学校,北海道千歳市栄町4丁目35番地
北海道,北海道,中学,千歳市立北進中学校,北海道千歳市北栄1丁目2番6号
北海道,北海道,中学,千歳市立青葉中学校,北海道千歳市豊里4丁目1番1号
北海道,北海道,中学,千歳市立東千歳中学校,北海道千歳市幌加731番地の117
北海道,北海道,中学,千歳市立駒里中学校,北海道千歳市駒里945番地
北海道,北海道,中学,千歳市立富丘中学校,北海道千歳市あずさ1丁目2番1号
北海道,北海道,中学,千歳市立北斗中学校,北海道千歳市北斗5丁目1番1号
北海道,北海道,中学,千歳市立向陽台中学校,北海道千歳市若草5-5
北海道,北海道,中学,千歳市立勇舞中学校,北海道千歳市勇舞3丁目4番地2
北海道,北海道,中学,滝川市立江陵中学校,北海道滝川市黄金町西1丁目7番18号
北海道,北海道,中学,滝川市立明苑中学校,北海道滝川市新町4丁目9番1号
北海道,北海道,中学,滝川市立開西中学校,北海道滝川市西町3丁目7番12号
北海道,北海道,中学,深川市立深川中学校,北海道深川市文光町13番3号
北海道,北海道,中学,深川市立一已中学校,北海道深川市稲穂町1丁目8番3号
北海道,北海道,中学,富良野市立富良野東中学校,北海道富良野市瑞穂町1-30
北海道,北海道,中学,富良野市立富良野西中学校,北海道富良野市桂木町1番1号
北海道,北海道,中学,富良野市立麓郷中学校,北海道富良野市字南麓郷
北海道,北海道,中学,登別市立幌別中学校,北海道登別市千歳町3丁目1-3
北海道,北海道,中学,登別市立鷲別中学校,北海道登別市鷲別町4-36-6
北海道,北海道,中学,登別市立登別中学校,北海道登別市登別本町1丁目1番地1
北海道,北海道,中学,登別市立西陵中学校,北海道登別市片倉町5丁目12番地1
北海道,北海道,中学,登別市立緑陽中学校,北海道登別市富岸町1丁目11番地1
北海道,北海道,中学,恵庭市立恵庭中学校,北海道恵庭市文京町3丁目4番5号
北海道,北海道,中学,恵庭市立恵北中学校,北海道恵庭市中島松230番地
北海道,北海道,中学,恵庭市立恵明中学校,北海道恵庭市黄金北4丁目1番地の1
北海道,北海道,中学,恵庭市立柏陽中学校,北海道恵庭市柏陽町3丁目265番地
北海道,北海道,中学,恵庭市立恵み野中学校,北海道恵庭市恵み野東1丁目1の2
北海道,北海道,中学,伊達市立伊達中学校,北海道伊達市舟岡町226-12
北海道,北海道,中学,伊達市立光陵中学校,北海道伊達市館山町49-1
北海道,北海道,中学,伊達市立星の丘中学校,北海道伊達市松ヶ枝町240番地5
北海道,北海道,中学,北広島市立東部中学校,北海道北広島市美咲き野1丁目12番地1
北海道,北海道,中学,北広島市立西部中学校,北海道北広島市輪厚中央1丁目12-1
北海道,北海道,中学,北広島市立西の里中学校,北海道北広島市西の里790番地
北海道,北海道,中学,北広島市立大曲中学校,北海道北広島市大曲中央2丁目4番地1
北海道,北海道,中学,北広島市立広葉中学校,北海道北広島市広葉町5丁目1番地
北海道,北海道,中学,北広島市立緑陽中学校,北海道北広島市緑陽町3丁目4番地
北海道,北海道,中学,北広島市立西の里中学校陽香分校,北海道北広島市西の里1015
北海道,北海道,中学,石狩市立石狩中学校,北海道石狩市志美293番地30
北海道,北海道,中学,石狩市立花川南中学校,北海道石狩市花川南9-4-94
北海道,北海道,中学,石狩市立花川北中学校,北海道石狩市花川北3条4丁目130番地
北海道,北海道,中学,石狩市立花川中学校,北海道石狩市花川北4条1丁目2番地1
北海道,北海道,中学,石狩市立樽川中学校,北海道石狩市樽川6条3丁目600
北海道,北海道,中学,北斗市立石別中学校,北海道北斗市三ツ石270番地
北海道,北海道,中学,北斗市立茂辺地中学校,北海道北斗市茂辺地3丁目4番12号
北海道,北海道,中学,北斗市立上磯中学校,北海道北斗市中野通320-4
北海道,北海道,中学,北斗市立浜分中学校,北海道北斗市追分1丁目17番1号
北海道,北海道,中学,北斗市立大野中学校,北海道北斗市本町554-1
北海道,北海道,中学,当別町立西当別中学校,北海道石狩郡当別町獅子内5134番地1
北海道,北海道,中学,新篠津村立新篠津中学校,北海道石狩郡新篠津村第47線北7番地
北海道,北海道,中学,松前町立松前中学校,北海道松前郡松前町字博多265番地
北海道,北海道,中学,福島町立福島中学校,北海道松前郡福島町字月崎322-1
北海道,北海道,中学,知内町立知内中学校,北海道上磯郡知内町字重内22-1
北海道,北海道,中学,木古内町立木古内中学校,北海道上磯郡木古内町字木古内194番地の5
北海道,北海道,中学,七飯町立七飯中学校,北海道亀田郡七飯町字本町6丁目9番1号
北海道,北海道,中学,七飯町立大中山中学校,北海道亀田郡七飯町大中山3丁目291-1
北海道,北海道,中学,鹿部町立鹿部中学校,北海道茅部郡鹿部町宮浜281
北海道,北海道,中学,森町立砂原中学校,北海道茅部郡森町砂原2丁目188-14
北海道,北海道,中学,森町立森中学校,北海道茅部郡森町字上台町326-1
北海道,北海道,中学,八雲町立落部中学校,北海道二海郡八雲町落部347番地
北海道,北海道,中学,八雲町立野田生中学校,北海道二海郡八雲町野田生146-1
北海道,北海道,中学,八雲町立八雲中学校,北海道二海郡八雲町東雲町31番地
北海道,北海道,中学,八雲町立熊石中学校,北海道二海郡八雲町熊石雲石町492番地
北海道,北海道,中学,長万部町立長万部中学校,北海道山越郡長万部町字栄原138番地
