地域,都道府県,区分,学校名,住所
関東,埼玉,中学,川越市立富士見中学校,埼玉県川越市東田町17-1
関東,埼玉,中学,川越市立城南中学校,埼玉県川越市新宿町3-19-1
関東,埼玉,中学,川越市立芳野中学校,埼玉県川越市石田本郷733番地
関東,埼玉,中学,川越市立東中学校,埼玉県川越市小中居278
関東,埼玉,中学,川越市立高階中学校,埼玉県川越市藤間10
関東,埼玉,中学,川越市立福原中学校,埼玉県川越市大字今福512番地
関東,埼玉,中学,川越市立大東中学校,埼玉県川越市南大塚1-20-1
関東,埼玉,中学,川越市立霞ケ関中学校,埼玉県川越市大字笠幡72
関東,埼玉,中学,川越市立名細中学校,埼玉県川越市大字小堤14番地
関東,埼玉,中学,川越市立山田中学校,埼玉県川越市山田550
関東,埼玉,中学,川越市立寺尾中学校,埼玉県川越市寺尾1068
関東,埼玉,中学,川越市立霞ケ関東中学校,埼玉県川越市大字的場2706
関東,埼玉,中学,川越市立鯨井中学校,埼玉県川越市鯨井562-2
関東,埼玉,中学,川越市立砂中学校,埼玉県川越市大字砂260
関東,埼玉,中学,川越市立野田中学校,埼玉県川越市野田町2-19-14
関東,埼玉,中学,川越市立南古谷中学校,埼玉県川越市久下戸3721
関東,埼玉,中学,川越市立霞ケ関西中学校,埼玉県川越市笠幡3464-3
関東,埼玉,中学,川越市立川越西中学校,埼玉県川越市川鶴1-1
関東,埼玉,中学,川越市立高階西中学校,埼玉県川越市砂新田2593
関東,埼玉,中学,川越市立大東西中学校,埼玉県川越市藤倉1-1-1
関東,埼玉,中学,熊谷市立荒川中学校,埼玉県熊谷市月見町2-174
関東,埼玉,中学,熊谷市立富士見中学校,埼玉県熊谷市中央3丁目103番地
関東,埼玉,中学,熊谷市立大原中学校,埼玉県熊谷市大原3-4-1
関東,埼玉,中学,熊谷市立熊谷東中学校,埼玉県熊谷市上之3177
関東,埼玉,中学,熊谷市立玉井中学校,埼玉県熊谷市久保島888
関東,埼玉,中学,熊谷市立大麻生中学校,埼玉県熊谷市大麻生35-1
関東,埼玉,中学,熊谷市立中条中学校,埼玉県熊谷市今井539-1
関東,埼玉,中学,熊谷市立吉岡中学校,埼玉県熊谷市平塚新田479番地2
関東,埼玉,中学,熊谷市立別府中学校,埼玉県熊谷市西別府1817
関東,埼玉,中学,熊谷市立三尻中学校,埼玉県熊谷市三ヶ尻2743
関東,埼玉,中学,熊谷市立奈良中学校,埼玉県熊谷市上奈良1038
関東,埼玉,中学,熊谷市立大幡中学校,埼玉県熊谷市原島834-1
関東,埼玉,中学,熊谷市立大里中学校,埼玉県熊谷市中曽根815番地1
関東,埼玉,中学,熊谷市立江南中学校,埼玉県熊谷市江南中央2-1-1
関東,埼玉,中学,熊谷市立妻沼東中学校,埼玉県熊谷市妻沼430-1
関東,埼玉,中学,熊谷市立妻沼西中学校,埼玉県熊谷市弥藤吾2359-2
関東,埼玉,中学,熊谷市立小島中学校,埼玉県熊谷市妻沼小島2111
関東,埼玉,中学,川口市立東中学校,埼玉県川口市東本郷2-20-47
関東,埼玉,中学,川口市立西中学校,埼玉県川口市宮町16番地1
関東,埼玉,中学,川口市立南中学校,埼玉県川口市舟戸町2-3
関東,埼玉,中学,川口市立北中学校,埼玉県川口市大字道合364-2
関東,埼玉,中学,川口市立青木中学校,埼玉県川口市青木5-1-1
関東,埼玉,中学,川口市立芝中学校,埼玉県川口市大字芝6330番地
関東,埼玉,中学,川口市立元郷中学校,埼玉県川口市東領家1丁目8番3号
関東,埼玉,中学,川口市立上青木中学校,埼玉県川口市上青木西3-9-1
関東,埼玉,中学,川口市立幸並中学校,埼玉県川口市西青木2-3-53
関東,埼玉,中学,川口市立十二月田中学校,埼玉県川口市朝日1-11-3
関東,埼玉,中学,川口市立仲町中学校,埼玉県川口市西川口2-16-1
関東,埼玉,中学,川口市立安行中学校,埼玉県川口市大字安行原2221番地
関東,埼玉,中学,川口市立芝東中学校,埼玉県川口市大字芝東町3-1
関東,埼玉,中学,川口市立芝西中学校,埼玉県川口市芝塚原1丁目11-13
関東,埼玉,中学,川口市立岸川中学校,埼玉県川口市大字安行領根岸374-1
関東,埼玉,中学,川口市立榛松中学校,埼玉県川口市榛松2-10-1
関東,埼玉,中学,川口市立小谷場中学校,埼玉県川口市大字小谷場1156番地
関東,埼玉,中学,川口市立神根中学校,埼玉県川口市石神1515-1
関東,埼玉,中学,川口市立領家中学校,埼玉県川口市領家2-11-15
関東,埼玉,中学,川口市立戸塚中学校,埼玉県川口市戸塚鋏町3-1
関東,埼玉,中学,川口市立在家中学校,埼玉県川口市安行領在家272
関東,埼玉,中学,川口市立安行東中学校,埼玉県川口市大字安行34
関東,埼玉,中学,川口市立戸塚西中学校,埼玉県川口市西立野1000番地
関東,埼玉,中学,川口市立鳩ヶ谷中学校,埼玉県川口市鳩ヶ谷本町4-8-5
関東,埼玉,中学,川口市立八幡木中学校,埼玉県川口市八幡木1-26-1
関東,埼玉,中学,川口市立里中学校,埼玉県川口市里621番地
関東,埼玉,中学,川口市立高等学校附属中学校,埼玉県川口市上青木3-1-40
関東,埼玉,中学,川口市立芝園学園中学校,埼玉県川口市芝園町3-18
関東,埼玉,中学,川口市立芝園学園中学校陽春分校,埼玉県川口市芝園町3-18
関東,埼玉,中学,行田市立忍中学校,埼玉県行田市本丸18-6
関東,埼玉,中学,行田市立行田中学校,埼玉県行田市佐間3-3-8
関東,埼玉,中学,行田市立長野中学校,埼玉県行田市桜町2-1-55
関東,埼玉,中学,行田市立見沼中学校,埼玉県行田市荒木4892
関東,埼玉,中学,行田市立埼玉中学校,埼玉県行田市埼玉4143-1
関東,埼玉,中学,行田市立太田中学校,埼玉県行田市下須戸1164―1
関東,埼玉,中学,行田市立西中学校,埼玉県行田市大字持田600
関東,埼玉,中学,行田市立南河原中学校,埼玉県行田市大字南河原1081
関東,埼玉,中学,秩父市立秩父第一中学校,埼玉県秩父市滝の上町9-22
関東,埼玉,中学,秩父市立秩父第二中学校,埼玉県秩父市上町3丁目13番48号
関東,埼玉,中学,秩父市立尾田蒔中学校,埼玉県秩父市寺尾2006番地
関東,埼玉,中学,秩父市立高篠中学校,埼玉県秩父市山田2647番地
関東,埼玉,中学,秩父市立大田中学校,埼玉県秩父市太田1661
関東,埼玉,中学,秩父市立影森中学校,埼玉県秩父市上影森53番地
関東,埼玉,中学,秩父市立吉田中学校,埼玉県秩父市下吉田6402番地
関東,埼玉,中学,秩父市立荒川中学校,埼玉県秩父市荒川日野23
関東,埼玉,中学,所沢市立所沢中学校,埼玉県所沢市けやき台2-44-1
関東,埼玉,中学,所沢市立南陵中学校,埼玉県所沢市久米1470
関東,埼玉,中学,所沢市立東中学校,埼玉県所沢市大字牛沼605-1
関東,埼玉,中学,所沢市立柳瀬中学校,埼玉県所沢市大字坂之下960
関東,埼玉,中学,所沢市立富岡中学校,埼玉県所沢市神米金404
関東,埼玉,中学,所沢市立小手指中学校,埼玉県所沢市小手指元町3-28-11
関東,埼玉,中学,所沢市立山口中学校,埼玉県所沢市山口1345
関東,埼玉,中学,所沢市立三ケ島中学校,埼玉県所沢市三ヶ島3-1407-1
関東,埼玉,中学,所沢市立向陽中学校,埼玉県所沢市向陽町2124
関東,埼玉,中学,所沢市立美原中学校,埼玉県所沢市並木5-2
関東,埼玉,中学,所沢市立中央中学校,埼玉県所沢市並木6-3
関東,埼玉,中学,所沢市立狭山ケ丘中学校,埼玉県所沢市東狭山ヶ丘5-893
関東,埼玉,中学,所沢市立安松中学校,埼玉県所沢市東所沢和田2-19
関東,埼玉,中学,所沢市立北野中学校,埼玉県所沢市北野2-4-10
関東,埼玉,中学,所沢市立上山口中学校,埼玉県所沢市上山口72
関東,埼玉,中学,飯能市立飯能第一中学校,埼玉県飯能市双柳1-1
関東,埼玉,中学,飯能市立南高麗中学校,埼玉県飯能市下直竹1061
関東,埼玉,中学,飯能市立原市場中学校,埼玉県飯能市原市場646
関東,埼玉,中学,飯能市立飯能西中学校,埼玉県飯能市飯能287
関東,埼玉,中学,飯能市立加治中学校,埼玉県飯能市阿須164-1
関東,埼玉,中学,飯能市立美杉台中学校,埼玉県飯能市美杉台5-3
関東,埼玉,中学,飯能市立奥武蔵中学校,埼玉県飯能市長沢73-1
関東,埼玉,中学,加須市立昭和中学校,埼玉県加須市北小浜70
関東,埼玉,中学,加須市立加須西中学校,埼玉県加須市馬内1
関東,埼玉,中学,加須市立加須東中学校,埼玉県加須市花崎1-22-1
関東,埼玉,中学,加須市立加須北中学校,埼玉県加須市上樋遣川4128
関東,埼玉,中学,加須市立加須平成中学校,埼玉県加須市南大桑1860
関東,埼玉,中学,加須市立騎西中学校,埼玉県加須市騎西1001
関東,埼玉,中学,加須市立北川辺中学校,埼玉県加須市麦倉3705
関東,埼玉,中学,加須市立大利根中学校,埼玉県加須市北下新井1705-1
関東,埼玉,中学,本庄市立本庄東中学校,埼玉県本庄市日の出4-2-45
関東,埼玉,中学,本庄市立本庄西中学校,埼玉県本庄市千代田4-3-1
関東,埼玉,中学,本庄市立本庄南中学校,埼玉県本庄市緑3-13-1
関東,埼玉,中学,本庄市立児玉中学校,埼玉県本庄市児玉町八幡山438
関東,埼玉,中学,東松山市立松山中学校,埼玉県東松山市松葉町2-6-11
関東,埼玉,中学,東松山市立南中学校,埼玉県東松山市石橋330番地
関東,埼玉,中学,東松山市立東中学校,埼玉県東松山市六反町4番地
関東,埼玉,中学,東松山市立北中学校,埼玉県東松山市大字松山1895-2
関東,埼玉,中学,東松山市立白山中学校,埼玉県東松山市白山台17
関東,埼玉,中学,春日部市立春日部中学校,埼玉県春日部市粕壁4-4-15
関東,埼玉,中学,春日部市立東中学校,埼玉県春日部市樋堀181-1
関東,埼玉,中学,春日部市立豊春中学校,埼玉県春日部市南中曾根107-2番地
関東,埼玉,中学,春日部市立武里中学校,埼玉県春日部市薄谷3
関東,埼玉,中学,春日部市立大沼中学校,埼玉県春日部市大沼6-75
関東,埼玉,中学,春日部市立豊野中学校,埼玉県春日部市銚子口130
関東,埼玉,中学,春日部市立緑中学校,埼玉県春日部市緑町5-9-38
関東,埼玉,中学,春日部市立大増中学校,埼玉県春日部市大字上大増新田140番地
関東,埼玉,中学,春日部市立春日部南中学校,埼玉県春日部市武里中野746
関東,埼玉,中学,春日部市立葛飾中学校,埼玉県春日部市永沼2250-1
関東,埼玉,中学,春日部市立飯沼中学校,埼玉県春日部市飯沼180
関東,埼玉,中学,狭山市立堀兼中学校,埼玉県狭山市堀兼1237
関東,埼玉,中学,狭山市立西中学校,埼玉県狭山市広瀬東3-23-1
関東,埼玉,中学,狭山市立狭山台中学校,埼玉県狭山市狭山台4-26
関東,埼玉,中学,狭山市立山王中学校,埼玉県狭山市南入曽157
関東,埼玉,中学,狭山市立入間川中学校,埼玉県狭山市鵜ノ木6番46号
関東,埼玉,中学,狭山市立柏原中学校,埼玉県狭山市柏原2520-11
関東,埼玉,中学,狭山市立中央中学校,埼玉県狭山市入間川1752-1
関東,埼玉,中学,狭山市立入間野中学校,埼玉県狭山市北入曽1028-1
関東,埼玉,中学,羽生市立西中学校,埼玉県羽生市羽生120
関東,埼玉,中学,羽生市立南中学校,埼玉県羽生市大字中岩瀬226番地
関東,埼玉,中学,羽生市立東中学校,埼玉県羽生市大字今泉1448
関東,埼玉,中学,鴻巣市立鴻巣中学校,埼玉県鴻巣市東2-4-62
関東,埼玉,中学,鴻巣市立鴻巣北中学校,埼玉県鴻巣市箕田4280
関東,埼玉,中学,鴻巣市立鴻巣西中学校,埼玉県鴻巣市大間1161
関東,埼玉,中学,鴻巣市立鴻巣南中学校,埼玉県鴻巣市原馬室3685番地
関東,埼玉,中学,鴻巣市立赤見台中学校,埼玉県鴻巣市赤見台4-25-1
関東,埼玉,中学,鴻巣市立吹上中学校,埼玉県鴻巣市吹上富士見1-6-1
関東,埼玉,中学,鴻巣市立吹上北中学校,埼玉県鴻巣市鎌塚550
関東,埼玉,中学,鴻巣市立川里中学校,埼玉県鴻巣市関新田1560-1
関東,埼玉,中学,深谷市立明戸中学校,埼玉県深谷市新井18
関東,埼玉,中学,深谷市立幡羅中学校,埼玉県深谷市常盤町38
関東,埼玉,中学,深谷市立藤沢中学校,埼玉県深谷市人見1973
関東,埼玉,中学,深谷市立豊里中学校,埼玉県深谷市下手計525
関東,埼玉,中学,深谷市立深谷中学校,埼玉県深谷市田谷45-2
関東,埼玉,中学,深谷市立南中学校,埼玉県深谷市大字萱場320
関東,埼玉,中学,深谷市立上柴中学校,埼玉県深谷市上柴町西2-23-1
関東,埼玉,中学,深谷市立岡部中学校,埼玉県深谷市山河1214
関東,埼玉,中学,深谷市立川本中学校,埼玉県深谷市田中530
関東,埼玉,中学,深谷市立花園中学校,埼玉県深谷市小前田1980
関東,埼玉,中学,上尾市立上尾中学校,埼玉県上尾市愛宕3丁目23番34号
関東,埼玉,中学,上尾市立太平中学校,埼玉県上尾市小敷谷2-3
関東,埼玉,中学,上尾市立大石中学校,埼玉県上尾市中妻4-19
関東,埼玉,中学,上尾市立原市中学校,埼玉県上尾市大字原市3479
関東,埼玉,中学,上尾市立上平中学校,埼玉県上尾市菅谷121
関東,埼玉,中学,上尾市立西中学校,埼玉県上尾市大字今泉515番地
関東,埼玉,中学,上尾市立東中学校,埼玉県上尾市大字上尾村479番地
関東,埼玉,中学,上尾市立大石南中学校,埼玉県上尾市大字小敷谷1105
関東,埼玉,中学,上尾市立瓦葺中学校,埼玉県上尾市大字瓦葺163番地
関東,埼玉,中学,上尾市立南中学校,埼玉県上尾市大谷本郷124
関東,埼玉,中学,上尾市立大谷中学校,埼玉県上尾市向山4-10
関東,埼玉,中学,上尾市立東中学校向原分校,埼玉県上尾市大字上尾宿2096
関東,埼玉,中学,草加市立草加中学校,埼玉県草加市氷川町2179番地の4
関東,埼玉,中学,草加市立栄中学校,埼玉県草加市松原3-7-1
関東,埼玉,中学,草加市立谷塚中学校,埼玉県草加市谷塚上町62
関東,埼玉,中学,草加市立川柳中学校,埼玉県草加市青柳7-35-1
関東,埼玉,中学,草加市立新栄中学校,埼玉県草加市新栄1-33
関東,埼玉,中学,草加市立瀬崎中学校,埼玉県草加市瀬崎5-3-1
関東,埼玉,中学,草加市立花栗中学校,埼玉県草加市花栗4-15-12
関東,埼玉,中学,草加市立両新田中学校,埼玉県草加市両新田西町368-1
関東,埼玉,中学,草加市立新田中学校,埼玉県草加市長栄1-767
関東,埼玉,中学,草加市立青柳中学校,埼玉県草加市青柳8丁目58番10号
関東,埼玉,中学,草加市立松江中学校,埼玉県草加市松江3-14-33
関東,埼玉,中学,越谷市立中央中学校,埼玉県越谷市宮前1-18-1
関東,埼玉,中学,越谷市立東中学校,埼玉県越谷市東越谷9-3160
関東,埼玉,中学,越谷市立西中学校,埼玉県越谷市神明町2-385
関東,埼玉,中学,越谷市立南中学校,埼玉県越谷市川柳町1-198
関東,埼玉,中学,越谷市立北中学校,埼玉県越谷市袋山870
関東,埼玉,中学,越谷市立富士中学校,埼玉県越谷市新越谷1-85
関東,埼玉,中学,越谷市立北陽中学校,埼玉県越谷市大松450
関東,埼玉,中学,越谷市立栄進中学校,埼玉県越谷市大沢659-1
関東,埼玉,中学,越谷市立光陽中学校,埼玉県越谷市川柳1-498
関東,埼玉,中学,越谷市立平方中学校,埼玉県越谷市平方2115
関東,埼玉,中学,越谷市立武蔵野中学校,埼玉県越谷市大間野町4-357
関東,埼玉,中学,越谷市立大袋中学校,埼玉県越谷市大竹236
関東,埼玉,中学,越谷市立新栄中学校,埼玉県越谷市大吉435
関東,埼玉,中学,越谷市立大相模中学校,埼玉県越谷市相模町3-165
関東,埼玉,中学,越谷市立千間台中学校,埼玉県越谷市三野宮1141
関東,埼玉,中学,蕨市立第一中学校,埼玉県蕨市南町3-1-29
関東,埼玉,中学,蕨市立第二中学校,埼玉県蕨市錦町3-9-38
関東,埼玉,中学,蕨市立東中学校,埼玉県蕨市塚越6-7-34
関東,埼玉,中学,戸田市立戸田中学校,埼玉県戸田市本町5-8-46
関東,埼玉,中学,戸田市立戸田東中学校,埼玉県戸田市下戸田1-11-15
関東,埼玉,中学,戸田市立美笹中学校,埼玉県戸田市美女木5-12-6
関東,埼玉,中学,戸田市立喜沢中学校,埼玉県戸田市喜沢南1-6-29
関東,埼玉,中学,戸田市立新曽中学校,埼玉県戸田市大字新曽1448
関東,埼玉,中学,戸田市立笹目中学校,埼玉県戸田市笹目4-38-1
関東,埼玉,中学,入間市立豊岡中学校,埼玉県入間市向陽台2-1-20
関東,埼玉,中学,入間市立金子中学校,埼玉県入間市西三ツ木187
関東,埼玉,中学,入間市立武蔵中学校,埼玉県入間市宮寺3193
関東,埼玉,中学,入間市立藤沢中学校,埼玉県入間市下藤沢1263-1
関東,埼玉,中学,入間市立西武中学校,埼玉県入間市入間市野田1741
関東,埼玉,中学,入間市立向原中学校,埼玉県入間市久保稲荷3-34-1
関東,埼玉,中学,入間市立黒須中学校,埼玉県入間市鍵山3-13-17
関東,埼玉,中学,入間市立東金子中学校,埼玉県入間市小谷田451-1
関東,埼玉,中学,入間市立上藤沢中学校,埼玉県入間市上藤沢146-2
関東,埼玉,中学,入間市立東町中学校,埼玉県入間市向陽台2-1-22
関東,埼玉,中学,朝霞市立朝霞第一中学校,埼玉県朝霞市膝折2-31
関東,埼玉,中学,朝霞市立朝霞第二中学校,埼玉県朝霞市岡199
関東,埼玉,中学,朝霞市立朝霞第三中学校,埼玉県朝霞市溝沼1043-1
関東,埼玉,中学,朝霞市立朝霞第四中学校,埼玉県朝霞市栄町5-1-60
関東,埼玉,中学,朝霞市立朝霞第五中学校,埼玉県朝霞市宮戸1580番地
関東,埼玉,中学,志木市立志木中学校,埼玉県志木市柏町3-2-2
関東,埼玉,中学,志木市立志木第二中学校,埼玉県志木市館1-3-1
関東,埼玉,中学,志木市立宗岡中学校,埼玉県志木市上宗岡1-8-1
関東,埼玉,中学,志木市立宗岡第二中学校,埼玉県志木市下宗岡4-1-10
関東,埼玉,中学,和光市立大和中学校,埼玉県和光市丸山台2-8-8
関東,埼玉,中学,和光市立第二中学校,埼玉県和光市広沢1-4
関東,埼玉,中学,和光市立第三中学校,埼玉県和光市南2-2-1
関東,埼玉,中学,新座市立新座中学校,埼玉県新座市野火止2-4-1
関東,埼玉,中学,新座市立第二中学校,埼玉県新座市野火止7-17-10
関東,埼玉,中学,新座市立第三中学校,埼玉県新座市池田1-1-1
関東,埼玉,中学,新座市立第四中学校,埼玉県新座市大和田4-17-1
関東,埼玉,中学,新座市立第五中学校,埼玉県新座市野寺4-8-1
関東,埼玉,中学,新座市立第六中学校,埼玉県新座市堀ノ内3-11-1
関東,埼玉,中学,桶川市立桶川中学校,埼玉県桶川市泉1-5-10
関東,埼玉,中学,桶川市立桶川東中学校,埼玉県桶川市末広3-19-28
関東,埼玉,中学,桶川市立桶川西中学校,埼玉県桶川市大字川田谷3680-1
関東,埼玉,中学,桶川市立加納中学校,埼玉県桶川市加納1279
関東,埼玉,中学,久喜市立久喜中学校,埼玉県久喜市本町4-1-1
関東,埼玉,中学,久喜市立久喜南中学校,埼玉県久喜市江面85
関東,埼玉,中学,久喜市立久喜東中学校,埼玉県久喜市青葉3-4-1
関東,埼玉,中学,久喜市立太東中学校,埼玉県久喜市吉羽2410
関東,埼玉,中学,久喜市立菖蒲中学校,埼玉県久喜市菖蒲町上大崎860
関東,埼玉,中学,久喜市立栗橋東中学校,埼玉県久喜市栗橋1425
関東,埼玉,中学,久喜市立栗橋西中学校,埼玉県久喜市間鎌330-1
関東,埼玉,中学,久喜市立鷲宮中学校,埼玉県久喜市鷲宮782
関東,埼玉,中学,久喜市立鷲宮東中学校,埼玉県久喜市八甫4-46
関東,埼玉,中学,北本市立北本中学校,埼玉県北本市本町1-1-1
関東,埼玉,中学,北本市立東中学校,埼玉県北本市山中2丁目128番地
関東,埼玉,中学,北本市立西中学校,埼玉県北本市北本市石戸9-210
関東,埼玉,中学,北本市立宮内中学校,埼玉県北本市宮内4-322
関東,埼玉,中学,八潮市立八潮中学校,埼玉県八潮市中央1丁目1番地2
関東,埼玉,中学,八潮市立大原中学校,埼玉県八潮市八潮5丁目9番地1
関東,埼玉,中学,八潮市立八條中学校,埼玉県八潮市八條555
関東,埼玉,中学,八潮市立八幡中学校,埼玉県八潮市緑町4丁目19番地1
関東,埼玉,中学,八潮市立潮止中学校,埼玉県八潮市大字古新田530番地
関東,埼玉,中学,富士見市立富士見台中学校,埼玉県富士見市諏訪2-8-1
関東,埼玉,中学,富士見市立本郷中学校,埼玉県富士見市水子539
関東,埼玉,中学,富士見市立東中学校,埼玉県富士見市上南畑980
関東,埼玉,中学,富士見市立西中学校,埼玉県富士見市西みずほ台3-14-6
関東,埼玉,中学,富士見市立勝瀬中学校,埼玉県富士見市勝瀬400-1
関東,埼玉,中学,富士見市立水谷中学校,埼玉県富士見市水子3117
関東,埼玉,中学,三郷市立南中学校,埼玉県三郷市鷹野3丁目356番地
関東,埼玉,中学,三郷市立北中学校,埼玉県三郷市泉2-13-1
関東,埼玉,中学,三郷市立栄中学校,埼玉県三郷市栄4-325
関東,埼玉,中学,三郷市立彦成中学校,埼玉県三郷市彦成4丁目1番19号
関東,埼玉,中学,三郷市立彦糸中学校,埼玉県三郷市彦成3-14-4
関東,埼玉,中学,三郷市立前川中学校,埼玉県三郷市栄5丁目141番地
関東,埼玉,中学,三郷市立早稲田中学校,埼玉県三郷市彦成5丁目56番地
関東,埼玉,中学,三郷市立瑞穂中学校,埼玉県三郷市大広戸1001
関東,埼玉,中学,蓮田市立蓮田中学校,埼玉県蓮田市閏戸147-1
関東,埼玉,中学,蓮田市立平野中学校,埼玉県蓮田市井沼932
関東,埼玉,中学,蓮田市立黒浜中学校,埼玉県蓮田市黒浜4748
関東,埼玉,中学,蓮田市立蓮田南中学校,埼玉県蓮田市蓮田1519
関東,埼玉,中学,蓮田市立黒浜西中学校,埼玉県蓮田市大字黒浜3862番地
関東,埼玉,中学,坂戸市立坂戸中学校,埼玉県坂戸市千代田1-3-1
関東,埼玉,中学,坂戸市立住吉中学校,埼玉県坂戸市大字塚越114番地1
関東,埼玉,中学,坂戸市立若宮中学校,埼玉県坂戸市成願寺327番地2
関東,埼玉,中学,坂戸市立城山中学校,埼玉県坂戸市大字多和目788番地
関東,埼玉,中学,坂戸市立千代田中学校,埼玉県坂戸市千代田4-3-1
関東,埼玉,中学,坂戸市立浅羽野中学校,埼玉県坂戸市浅羽753-1
関東,埼玉,中学,坂戸市立桜中学校,埼玉県坂戸市泉町3丁目25番地8
関東,埼玉,中学,幸手市立幸手中学校,埼玉県幸手市北1-7-4
関東,埼玉,中学,幸手市立東中学校,埼玉県幸手市平須賀2912-3
関東,埼玉,中学,幸手市立西中学校,埼玉県幸手市下川崎387
関東,埼玉,中学,鶴ヶ島市立鶴ヶ島中学校,埼玉県鶴ヶ島市脚折1868-5
関東,埼玉,中学,鶴ヶ島市立藤中学校,埼玉県鶴ヶ島市藤金272-1
関東,埼玉,中学,鶴ヶ島市立富士見中学校,埼玉県鶴ヶ島市富士見2丁目36番1号
関東,埼玉,中学,鶴ヶ島市立西中学校,埼玉県鶴ヶ島市下新田266
関東,埼玉,中学,鶴ヶ島市立南中学校,埼玉県鶴ヶ島市南町1-27-1
関東,埼玉,中学,日高市立高麗川中学校,埼玉県日高市原宿49
関東,埼玉,中学,日高市立高萩中学校,埼玉県日高市高萩792-1
関東,埼玉,中学,日高市立高萩北中学校,埼玉県日高市旭ケ丘181-1
関東,埼玉,中学,吉川市立東中学校,埼玉県吉川市上笹塚3-104-1
関東,埼玉,中学,吉川市立南中学校,埼玉県吉川市保672番地
関東,埼玉,中学,吉川市立中央中学校,埼玉県吉川市中央2-21-1
関東,埼玉,中学,吉川市立吉川中学校,埼玉県吉川市美南5丁目17番地1
関東,埼玉,中学,ふじみ野市立福岡中学校,埼玉県ふじみ野市上野台3-3-1
関東,埼玉,中学,ふじみ野市立葦原中学校,埼玉県ふじみ野市川崎310番地
関東,埼玉,中学,ふじみ野市立花の木中学校,埼玉県ふじみ野市中福岡213-1
関東,埼玉,中学,ふじみ野市立大井中学校,埼玉県ふじみ野市苗間24-1
関東,埼玉,中学,ふじみ野市立大井西中学校,埼玉県ふじみ野市大井武蔵野408-1
関東,埼玉,中学,ふじみ野市立大井東中学校,埼玉県ふじみ野市ふじみ野3-2-1
関東,埼玉,中学,白岡市立篠津中学校,埼玉県白岡市篠津2617
関東,埼玉,中学,白岡市立菁莪中学校,埼玉県白岡市下野田927
関東,埼玉,中学,白岡市立南中学校,埼玉県白岡市千駄野356-1
関東,埼玉,中学,白岡市立白岡中学校,埼玉県白岡市白岡1647-1
関東,埼玉,中学,伊奈町立伊奈中学校,埼玉県北足立郡伊奈町小室5166
関東,埼玉,中学,伊奈町立小針中学校,埼玉県北足立郡伊奈町学園2-207
関東,埼玉,中学,伊奈町立南中学校,埼玉県北足立郡伊奈町小室3001
関東,埼玉,中学,埼玉県立伊奈学園中学校,埼玉県北足立郡伊奈町学園4丁目1番地1
関東,埼玉,中学,三芳町立三芳中学校,埼玉県入間郡三芳町北永井350
関東,埼玉,中学,三芳町立三芳東中学校,埼玉県入間郡三芳町藤久保610-1
関東,埼玉,中学,三芳町立藤久保中学校,埼玉県入間郡三芳町藤久保420-2
関東,埼玉,中学,毛呂山町立毛呂山中学校,埼玉県入間郡毛呂山町岩井西4-12-1
関東,埼玉,中学,毛呂山町立川角中学校,埼玉県入間郡毛呂山町川角264-1
関東,埼玉,中学,越生町立越生中学校,埼玉県入間郡越生町成瀬618
関東,埼玉,中学,滑川町立滑川中学校,埼玉県比企郡滑川町福田700
関東,埼玉,中学,嵐山町立菅谷中学校,埼玉県比企郡嵐山町菅谷649
関東,埼玉,中学,嵐山町立玉ノ岡中学校,埼玉県比企郡嵐山町大字杉山610
関東,埼玉,中学,小川町立東中学校,埼玉県比企郡小川町小川1767-1
関東,埼玉,中学,小川町立小川中学校,埼玉県比企郡小川町角山1192
関東,埼玉,中学,川島町立川島中学校,埼玉県比企郡川島町白井沼230
関東,埼玉,中学,川島町立西中学校,埼玉県比企郡川島町中山270-1
関東,埼玉,中学,吉見町立吉見中学校,埼玉県比企郡吉見町下細谷1
関東,埼玉,中学,鳩山町立鳩山中学校,埼玉県比企郡鳩山町大字熊井2024-1
関東,埼玉,中学,ときがわ町立都幾川中学校,埼玉県比企郡ときがわ町桃木50
関東,埼玉,中学,ときがわ町立玉川中学校,埼玉県比企郡ときがわ町玉川1385-2
関東,埼玉,中学,横瀬町立横瀬中学校,埼玉県秩父郡横瀬町大字横瀬4658
関東,埼玉,中学,皆野町立皆野中学校,埼玉県秩父郡皆野町大字皆野2244-2
関東,埼玉,中学,長瀞町立長瀞中学校,埼玉県秩父郡長瀞町本野上1035-1
関東,埼玉,中学,小鹿野町立小鹿野中学校,埼玉県秩父郡小鹿野町小鹿野146
関東,埼玉,中学,東秩父村立東秩父中学校,埼玉県秩父郡東秩父村奥沢150
関東,埼玉,中学,美里町立美里中学校,埼玉県児玉郡美里町駒衣1115-1
関東,埼玉,中学,神川町立神川中学校,埼玉県児玉郡神川町新里450
関東,埼玉,中学,上里町立上里中学校,埼玉県児玉郡上里町七本木336
関東,埼玉,中学,上里町立上里北中学校,埼玉県児玉郡上里町金久保249
関東,埼玉,中学,寄居町立城南中学校,埼玉県大里郡寄居町大字鉢形2222
関東,埼玉,中学,寄居町立男衾中学校,埼玉県大里郡寄居町富田65
関東,埼玉,中学,寄居町立寄居中学校,埼玉県大里郡寄居町大字桜沢2000
関東,埼玉,中学,宮代町立須賀中学校,埼玉県南埼玉郡宮代町須賀1426-1
関東,埼玉,中学,宮代町立百間中学校,埼玉県南埼玉郡宮代町宮代3-7-38
